epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,185.697,0.88981,0.59508,1.05553,0.92439,0.73091,0.80893,0.55049,1.05798,0.70346,1.1729,0.00135826,0.00135826,0.00135826
17,199.067,0.86846,0.56818,1.03544,0.80692,0.84798,0.82807,0.58482,1.04785,0.62892,1.1478,0.00135355,0.00135355,0.00135355
18,211.581,0.88137,0.58641,1.04822,0.80314,0.85982,0.85771,0.60469,1.13843,0.75862,1.19036,0.00134883,0.00134883,0.00134883
19,224.281,0.86375,0.58352,1.02927,0.73833,0.89301,0.79223,0.57562,1.02426,0.67873,1.12827,0.00134412,0.00134412,0.00134412
20,236.693,0.87582,0.55863,1.02597,0.84486,0.7877,0.83874,0.58907,1.09088,0.69833,1.16303,0.0013394,0.0013394,0.0013394
21,249.212,0.90372,0.60498,1.06377,0.8966,0.78768,0.8293,0.57919,1.09726,0.78205,1.16586,0.00133469,0.00133469,0.00133469
22,261.679,0.90903,0.5869,1.06268,0.89171,0.83444,0.8613,0.6143,1.09694,0.69272,1.20201,0.00132997,0.00132997,0.00132997
23,273.867,0.87659,0.58927,1.05262,0.79264,0.80321,0.83837,0.59925,1.13584,0.70385,1.17874,0.00132525,0.00132525,0.00132525
24,287.112,0.85859,0.5482,1.02655,0.97173,0.74385,0.82894,0.55531,1.07541,0.81818,1.1799,0.00132054,0.00132054,0.00132054
25,299.423,0.87284,0.57074,1.04412,0.83686,0.84458,0.82739,0.58882,1.09214,0.72468,1.17714,0.00131582,0.00131582,0.00131582
26,311.504,0.85859,0.54442,1.02839,0.95125,0.78822,0.88005,0.59998,1.14017,0.74894,1.25059,0.00131111,0.00131111,0.00131111
27,323.212,0.83646,0.56527,1.02767,0.96101,0.82433,0.88301,0.62504,1.0838,0.7173,1.18984,0.00130639,0.00130639,0.00130639
28,334.698,0.8568,0.56572,1.03114,0.85839,0.88042,0.8872,0.60658,1.1036,0.68545,1.20275,0.00130168,0.00130168,0.00130168
29,346.402,0.82714,0.54359,1.01253,0.91314,0.86184,0.87934,0.64116,1.10271,0.82711,1.19109,0.00129696,0.00129696,0.00129696
30,358.313,0.87216,0.57151,1.04779,0.79304,0.87196,0.85208,0.62075,1.10025,0.7492,1.20235,0.00129224,0.00129224,0.00129224
31,370.731,0.84408,0.54374,1.04517,0.85948,0.84445,0.86115,0.61093,1.10209,0.7526,1.20149,0.00128753,0.00128753,0.00128753
32,382.582,0.85947,0.56422,1.05253,0.87669,0.78814,0.83301,0.58497,1.09344,0.72799,1.19607,0.00128281,0.00128281,0.00128281
33,394.485,0.86437,0.54876,1.03251,0.80383,0.83839,0.82356,0.60182,1.13355,0.66778,1.21116,0.0012781,0.0012781,0.0012781
34,406.411,0.83631,0.54317,1.02907,0.89575,0.88572,0.89343,0.60528,1.08121,0.59733,1.16461,0.00127338,0.00127338,0.00127338
35,418.059,0.85004,0.55555,1.03307,0.8055,0.75538,0.83381,0.59421,1.10522,0.73783,1.21386,0.00126867,0.00126867,0.00126867
36,429.92,0.86824,0.54809,1.05308,0.81151,0.84456,0.86044,0.63601,1.10871,0.79044,1.19353,0.00126395,0.00126395,0.00126395
37,441.469,0.83669,0.55711,1.04236,0.89367,0.84147,0.87561,0.64765,1.08531,0.73522,1.20828,0.00125923,0.00125923,0.00125923
38,453.147,0.83569,0.54333,1.02767,0.9215,0.82602,0.86684,0.60754,1.05844,0.6625,1.1762,0.00125452,0.00125452,0.00125452
39,464.954,0.83667,0.54236,1.01032,0.96365,0.84298,0.89542,0.63188,1.08744,0.66729,1.17128,0.0012498,0.0012498,0.0012498
40,476.475,0.82407,0.52678,1.03134,0.79957,0.84522,0.82143,0.5912,1.09039,0.7117,1.17313,0.00124509,0.00124509,0.00124509
41,488.972,0.82412,0.51756,1.0283,0.85903,0.79448,0.84209,0.59909,1.14226,0.62552,1.21746,0.00124037,0.00124037,0.00124037
