time orient_x orient_y orient_z orient_w ang_x ang_y ang_z lin_x lin_y lin_z
0.0 0.0 0.0 0.12570065167584052 0.9920682164893042 0.0 0.0 0.09683411600000001 0.06511823439190846 -9.95275512 0.21303396000000005
0.019893407821655273 0.0 0.0 0.12282556724420077 0.9924282745020621 0.0 0.0 0.09695379800000001 0.06566801310628667 -9.983872439999999 0.17473572
0.03986310958862305 0.0 0.0 0.12582692090933817 0.992052209298722 0.0 0.0 0.097312844 0.06450736915371044 -9.96472332 0.20345939999999998
0.05996131896972656 0.0 0.0 0.1496736658858204 0.9887354518476111 0.0 0.0 0.095756978 0.06420193653461143 -9.947967839999999 0.18670392000000002
0.0799112319946289 0.0 0.0 0.1519529537117497 0.9883877274927461 0.0 0.0 0.095397932 0.06542366701100745 -9.9695106 0.15798024000000002
0.09985160827636719 0.0 0.0 0.16112112234268539 0.9869346401535583 0.0 0.0 0.09444047600000001 0.06670648401122327 -9.907275960000002 0.19388484
0.11981964111328125 0.0 0.0 0.16450121526553493 0.9863768803941839 0.0 0.0 0.093004292 0.06762278186852029 -9.947967839999999 0.19627847999999998
0.1398148536682129 0.0 0.0 0.1985061349540175 0.9800996451308497 0.0 0.0 0.09108938 0.06682865705886287 -9.97429788 0.13883112
0.15984463691711426 0.0 0.0 0.19829881322755175 0.9801416125604221 0.0 0.0 0.091448426 0.06835582015435791 -9.940786919999999 0.18670392000000002
0.17989349365234375 0.0 0.0 0.2029489956216892 0.9791893101827387 0.0 0.0 0.09096969800000002 0.06945537758311433 -9.95036148 0.22021488
0.1998438835144043 0.0 0.0 0.23033181712316247 0.973112148737617 0.0 0.0 0.09049097 0.0675616953447005 -9.95514876 0.1436184
0.21981167793273926 0.0 0.0 0.23201282803876755 0.9727127261558025 0.0 0.0 0.09049097000000002 0.06420193653461141 -9.9575424 0.17473572
0.2398056983947754 0.0 0.0 0.24293610585196457 0.9700422921055983 0.0 0.0 0.08929415000000002 0.06536258048718765 -9.947967839999999 0.12925656000000002
0.2599329948425293 0.0 0.0 0.23545708274211527 0.9718847473782952 0.0 0.0 0.08702019200000001 0.0634688982487738 -9.95275512 0.16755479999999998
0.27988290786743164 0.0 0.0 0.25176649283272345 0.9677880104065716 0.0 0.0 0.08821701200000001 0.0642630230584312 -9.9695106 0.13883112
0.2998664379119873 0.0 0.0 0.24731590552026905 0.9689349012584331 0.0 0.0 0.09144842600000003 0.06609561877302525 -9.97190424 0.16037388
0.31981515884399414 0.0 0.0 0.24023101629634144 0.9707157456275379 0.0 0.0 0.09252556400000003 0.06597344572538566 -9.98865972 0.07420284
0.33988523483276367 0.0 0.0 0.23908557670717412 0.9709985000042987 0.0 0.0 0.09348302000000001 0.06420193653461141 -9.96711696 0.17712936000000004
0.35991549491882324 0.0 0.0 0.22596465254461867 0.9741355017657398 0.0 0.0 0.09563729600000001 0.06536258048718764 -9.9575424 0.10532016000000001
0.3799166679382324 0.0 0.0 0.21085964179509387 0.9775163484372242 0.0 0.0 0.09587666000000002 0.06585127267774607 -9.940786919999999 0.21064032000000002
0.39985203742980957 0.0 0.0 0.18914408742919062 0.9819493440043527 0.0 0.0 0.09587666000000002 0.06505714786808865 -9.95514876 0.11250108000000002
0.41979503631591797 0.0 0.0 0.1666706841338035 0.9860126180989622 0.0 0.0 0.09623570600000002 0.06469062872516984 -9.97908516 0.21064032000000002
0.4398829936981201 0.0 0.0 0.15777065183158479 0.9874757827008401 0.0 0.0 0.09563729600000001 0.06407976348697182 -9.96232968 0.17473572
0.4598672389984131 0.0 0.0 0.15303844473165304 0.9882202357946921 0.0 0.0 0.09719316200000001 0.0638354173916926 -9.97669152 0.20345939999999998
0.47985029220581055 0.0 0.0 0.14036599150794923 0.9900996861063992 0.0 0.0 0.10006553 0.06401867696315201 -9.97429788 0.18191664000000002
0.4998342990875244 0.0 0.0 0.1358882116163153 0.9907241765212553 0.0 0.0 0.10042457600000002 0.06414085001079162 -9.95275512 0.09095832000000001
0.5198090076446533 0.0 0.0 0.12214342094768638 0.9925124607374943 0.0 0.0 0.10198044200000003 0.06249151386765698 -9.935999639999999 0.10771380000000001
0.5398011207580566 0.0 0.0 0.13696470140857364 0.9905759287243256 0.0 0.0 0.103536308 0.06249151386765698 -9.97908516 0.24415127999999997
0.5597922801971436 0.0 0.0 0.10964362771382713 0.9939709628061333 0.0 0.0 0.10485280999999999 0.06218608124855797 -10.0054152 0.16037388
0.5799360275268555 0.0 0.0 0.1163724087308699 0.9932056496447125 0.0 0.0 0.105570902 0.06035348553396393 -9.9814788 0.18909756000000003
0.5998549461364746 0.0 0.0 0.1333379073421497 0.9910706344482296 0.0 0.0 0.10796454200000001 0.06157521601035996 -9.983872439999999 0.13883112
0.6198203563690186 0.0 0.0 0.13032499830795358 0.9914713282874256 0.0 0.0 0.10880231599999998 0.06188064862945897 -9.97908516 0.12925656000000002
0.639815092086792 0.0 0.0 0.14155791795420622 0.9899299752328294 0.0 0.0 0.10928104399999998 0.06084217772452233 -9.96472332 0.06941556
0.6598474979400635 0.0 0.0 0.17562103384460565 0.9844578469753552 0.0 0.0 0.11191404800000002 0.063713244344053 -9.95993604 0.18670392000000002
0.679840087890625 0.0 0.0 0.17432851398040008 0.9846875490293281 0.0 0.0 0.11251245800000001 0.06328563867731439 -9.95036148 0.20345939999999998
0.699854850769043 0.0 0.0 0.19467780518438807 0.9808672449259326 0.0 0.0 0.111674684 0.0635299847725936 -9.97429788 0.17712936000000004
0.7198433876037598 0.0 0.0 0.19362745839782436 0.9810751282926292 0.0 0.0 0.112751822 0.06432410958225102 -9.9575424 0.17473572
0.7398519515991211 0.0 0.0 0.20328844555639633 0.9791188936504412 0.0 0.0 0.112273094 0.06426302305843122 -9.96711696 0.17473572
0.75990891456604 0.0 0.0 0.22470450242144774 0.974426952927478 0.0 0.0 0.111674684 0.06298020605821539 -9.983872439999999 0.08856468000000002
0.7798733711242676 0.0 0.0 0.22966685020317865 0.9732693039019317 0.0 0.0 0.11155500200000001 0.0671340896779619 -9.928818719999999 0.18191664000000002
0.7999017238616943 0.0 0.0 0.2432114878653695 0.9699732842559702 0.0 0.0 0.111794366 0.06670648401122328 -9.9575424 0.15319296000000002
