epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,565.863,0.98279,0.69363,1.10249,0.83886,0.60036,0.63412,0.4419,1.07511,0.82031,1.14694,0.008416,0.008416,0.008416
18,598.58,0.98589,0.69096,1.10599,0.69334,0.60028,0.61243,0.45943,1.00651,0.77155,1.09347,0.008317,0.008317,0.008317
19,631.059,0.97219,0.67717,1.10555,0.77023,0.51562,0.58958,0.42265,0.99988,0.76875,1.10722,0.008218,0.008218,0.008218
20,663.638,0.96769,0.67586,1.09881,0.67145,0.60497,0.61075,0.43949,1.01079,0.74541,1.07881,0.008119,0.008119,0.008119
21,696.195,0.96594,0.66293,1.09454,0.66194,0.5733,0.54939,0.3913,0.9991,0.78174,1.09551,0.00802,0.00802,0.00802
22,728.981,0.95136,0.65907,1.09381,0.90967,0.56592,0.61197,0.42166,1.00946,0.81926,1.09635,0.007921,0.007921,0.007921
23,762.608,0.94135,0.64909,1.08508,0.9569,0.54182,0.62315,0.45581,0.99908,0.72426,1.06698,0.007822,0.007822,0.007822
24,795.946,0.93387,0.63223,1.08312,0.64012,0.61216,0.5907,0.42452,0.99985,0.78396,1.10396,0.007723,0.007723,0.007723
25,829.211,0.93299,0.64303,1.08134,0.69933,0.62216,0.59113,0.42362,0.97683,0.77836,1.07725,0.007624,0.007624,0.007624
26,862.282,0.9134,0.62319,1.07079,0.57543,0.63187,0.58583,0.41629,1.0015,0.77202,1.08642,0.007525,0.007525,0.007525
27,894.983,0.91034,0.61451,1.06564,0.61102,0.61342,0.63336,0.44736,1.00328,0.71532,1.10659,0.007426,0.007426,0.007426
28,927.126,0.91486,0.61412,1.07438,0.6565,0.6339,0.62066,0.43867,1.03191,0.75821,1.09726,0.007327,0.007327,0.007327
29,959.71,0.90071,0.60177,1.06173,0.85801,0.59582,0.60039,0.43785,1.02212,0.75477,1.11438,0.007228,0.007228,0.007228
30,993.711,0.89683,0.59666,1.06139,0.85324,0.54988,0.63116,0.43424,0.96231,0.69316,1.07557,0.007129,0.007129,0.007129
31,1026.34,0.88186,0.58724,1.04907,0.72995,0.6116,0.60402,0.4455,1.00011,0.73521,1.10521,0.00703,0.00703,0.00703
32,1059.86,0.88289,0.57976,1.04819,0.68993,0.65304,0.62769,0.44795,0.99544,0.70291,1.08648,0.006931,0.006931,0.006931
33,1092.42,0.87562,0.57618,1.04071,0.75366,0.59969,0.62006,0.4329,1.0024,0.70312,1.08253,0.006832,0.006832,0.006832
34,1125.6,0.87399,0.57561,1.04954,0.8038,0.57597,0.6122,0.43509,0.99025,0.73003,1.07469,0.006733,0.006733,0.006733
35,1157.21,0.87984,0.57668,1.04624,0.81611,0.57288,0.59727,0.43456,0.97078,0.66402,1.0565,0.006634,0.006634,0.006634
36,1186.93,0.867,0.56914,1.04844,0.70734,0.62736,0.59771,0.44427,0.98251,0.7468,1.08045,0.006535,0.006535,0.006535
37,1213.55,0.85664,0.55418,1.03699,0.55158,0.61888,0.59865,0.45218,0.97033,0.68019,1.07655,0.006436,0.006436,0.006436
38,1244.47,0.85303,0.55487,1.03532,0.88233,0.55401,0.59905,0.46327,0.97982,0.76903,1.0794,0.006337,0.006337,0.006337
39,1276.2,0.83999,0.54567,1.02767,0.53089,0.67176,0.60604,0.44913,0.9952,0.72145,1.07034,0.006238,0.006238,0.006238
40,1310.36,0.84181,0.54317,1.0318,0.82073,0.58577,0.60341,0.42429,0.99225,0.73226,1.07746,0.006139,0.006139,0.006139
41,1345.76,0.83792,0.53688,1.02726,0.77997,0.60595,0.61282,0.45318,0.9725,0.73908,1.08004,0.00604,0.00604,0.00604
42,1382.75,0.82489,0.52976,1.02126,0.53701,0.61301,0.61092,0.44443,1.01388,0.68836,1.08654,0.005941,0.005941,0.005941
43,1414.24,0.82798,0.52497,1.02461,0.74011,0.61884,0.59526,0.43317,0.98269,0.70194,1.06882,0.005842,0.005842,0.005842
44,1446.07,0.82381,0.52659,1.02452,0.63326,0.59477,0.61435,0.43174,0.98448,0.70877,1.09445,0.005743,0.005743,0.005743
45,1472.38,0.81183,0.52208,1.01546,0.75113,0.58366,0.59387,0.42251,0.98678,0.69013,1.08272,0.005644,0.005644,0.005644
46,1503.15,0.80942,0.51171,1.01653,0.78157,0.60533,0.60026,0.45121,0.95838,0.7278,1.07218,0.005545,0.005545,0.005545
47,1530.5,0.80364,0.50647,1.00958,0.81963,0.55748,0.60435,0.45871,0.98326,0.72156,1.09633,0.005446,0.005446,0.005446
