epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,38.5532,1.27408,2.86725,1.28562,0.91196,0.18721,0.2429,0.1599,1.29817,2.09312,1.25313,0.00332564,0.00332564,0.00332564
2,71.3987,1.25885,1.95287,1.26185,0.89458,0.25625,0.34702,0.21819,1.39236,1.62489,1.33817,0.00662601,0.00662601,0.00662601
3,103.118,1.36549,1.83899,1.3377,0.7509,0.25891,0.28518,0.17584,1.48264,1.94559,1.4701,0.00989338,0.00989338,0.00989338
4,134.189,1.39981,1.63506,1.37704,0.60925,0.35518,0.33313,0.20979,1.39008,1.68255,1.38188,0.0098515,0.0098515,0.0098515
5,164.872,1.33219,1.37603,1.34857,0.59488,0.40403,0.48867,0.30019,1.29046,1.35546,1.30518,0.009802,0.009802,0.009802
6,197.041,1.27595,1.21373,1.3089,0.6548,0.45813,0.51947,0.33642,1.1826,1.29567,1.25834,0.0097525,0.0097525,0.0097525
7,229.817,1.22775,1.1256,1.28338,0.6116,0.44937,0.507,0.34311,1.18581,1.14854,1.25011,0.009703,0.009703,0.009703
8,261.717,1.19658,1.05952,1.26335,0.85482,0.47104,0.52852,0.3779,1.13252,1.15844,1.18576,0.0096535,0.0096535,0.0096535
9,292.552,1.17904,1.01477,1.251,0.67979,0.45356,0.51602,0.32532,1.14317,1.04765,1.19962,0.009604,0.009604,0.009604
10,325.714,1.13809,0.95456,1.22634,0.87288,0.54113,0.76265,0.5414,1.05915,0.85413,1.13309,0.0095545,0.0095545,0.0095545
11,353.373,1.1301,0.93092,1.21357,0.63951,0.60123,0.59362,0.40007,1.07359,0.89064,1.162,0.009505,0.009505,0.009505
12,383.046,1.11421,0.89293,1.20818,0.81675,0.57994,0.60226,0.40692,1.04398,0.85552,1.13629,0.0094555,0.0094555,0.0094555
13,414.813,1.10115,0.8708,1.20461,0.9584,0.52927,0.60393,0.41444,1.08972,0.89518,1.14598,0.009406,0.009406,0.009406
14,445.73,1.07585,0.84202,1.19211,0.71664,0.57573,0.5735,0.39936,1.05311,0.8417,1.13742,0.0093565,0.0093565,0.0093565
15,479.29,1.05565,0.80256,1.17926,0.64962,0.61036,0.61714,0.41445,1.0464,0.78496,1.12716,0.009307,0.009307,0.009307
16,512.119,1.04943,0.79944,1.17728,0.83498,0.57124,0.59468,0.40019,1.01286,0.81412,1.12881,0.0092575,0.0092575,0.0092575
17,546.421,1.03394,0.78469,1.164,0.69146,0.59007,0.60036,0.42241,1.04263,0.78333,1.15136,0.009208,0.009208,0.009208
18,579.803,1.04062,0.77034,1.16449,0.753,0.53364,0.68185,0.47162,1.0119,0.78403,1.12228,0.0091585,0.0091585,0.0091585
19,613.48,1.0218,0.75927,1.16407,0.91058,0.52962,0.61457,0.41451,1.0328,0.80196,1.16027,0.009109,0.009109,0.009109
20,645.704,1.02121,0.75078,1.15896,0.66617,0.53975,0.558,0.35576,1.11326,0.8154,1.20595,0.0090595,0.0090595,0.0090595
21,677.931,1.01683,0.73813,1.15421,0.67614,0.56404,0.57003,0.41242,1.04665,0.7964,1.16769,0.00901,0.00901,0.00901
22,710.486,0.99637,0.72485,1.14483,0.74468,0.60106,0.58592,0.40816,1.06613,0.81918,1.15653,0.0089605,0.0089605,0.0089605
23,743.492,0.99071,0.70787,1.13814,0.74026,0.56371,0.633,0.44473,1.02937,0.77063,1.1445,0.008911,0.008911,0.008911
24,774.642,0.98266,0.69802,1.13676,0.92364,0.49421,0.58441,0.42022,0.98494,0.78879,1.12926,0.0088615,0.0088615,0.0088615
25,805.678,0.97668,0.70137,1.12983,0.94867,0.52532,0.62783,0.4534,1.0141,0.7942,1.11196,0.008812,0.008812,0.008812
26,835.079,0.96079,0.6821,1.1235,0.86388,0.52965,0.57603,0.42439,1.0156,0.75937,1.12928,0.0087625,0.0087625,0.0087625
27,866.67,0.96143,0.67579,1.11857,0.55643,0.6066,0.61291,0.43596,1.00602,0.7408,1.11796,0.008713,0.008713,0.008713
28,898.49,0.96243,0.67269,1.12311,0.74859,0.59234,0.62062,0.43483,0.96389,0.77381,1.09471,0.0086635,0.0086635,0.0086635
29,930.242,0.94901,0.66193,1.11517,0.92041,0.56641,0.62438,0.43601,0.98534,0.76807,1.12717,0.008614,0.008614,0.008614
30,957.471,0.94281,0.6462,1.11277,0.75559,0.5793,0.62763,0.44161,0.96428,0.72578,1.0963,0.0085645,0.0085645,0.0085645
31,987.574,0.92035,0.63686,1.1017,0.90781,0.52876,0.58518,0.43217,0.97755,0.75915,1.12264,0.008515,0.008515,0.008515
32,1016.62,0.93714,0.642,1.1095,0.69913,0.63297,0.61631,0.44261,0.96554,0.75227,1.09642,0.0084655,0.0084655,0.0084655
33,1050.03,0.9256,0.62961,1.09524,0.6974,0.64421,0.64413,0.44366,0.99539,0.77011,1.11779,0.008416,0.008416,0.008416
